"zac"	"06399"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Santa Lucia"
"zac"	"02915"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Santiago Apóstol"
"zad"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco del Sur de Villa Alta"
"zae"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Sta. Ana Yareni"
"zaf"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Ayoquesco"
"zai"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco del Istmo"
"zam"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco Central de Miahuatlán"
"zao"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Ozolotepec"
"zaq"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Aloápam"
"zar"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco del Rincón"
"zas"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Sto. Domingo Albarradas"
"zat"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Tabaa"
"zav"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Yatzachi"
"zaw"	"02453"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Mitla"
"zaw"	"21212"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de San Baltazar Guelavila"
"zax"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco del Oriente de Pochutla"
"zca"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Coatecas Altas"
"zoo"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco del Norte de Zimatlán Central"
"zpa"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Lachiguiri"
"zpb"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de San Bartolo Yautepec"
"zpc"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco del distrito de Choapan"
"zpd"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco del Sureste de Ixtlán"
"zpe"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Sta. María Petapa"
"zpf"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Quiatoni"
"zpg"	"02720"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco del Norte del Istmo"
"zpg"	"02828"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Guienagati"
"zph"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco del Poniente de Zimatlán"
"zpi"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Santa María Quiegolani"
"zpj"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco del Noreste de Yautepec"
"zpk"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco del Sureste de Yautepec"
"zpl"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Lachixío"
"zpm"	"03949"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de San Juan Mixtepec (del districto de Miahuatlán)"
"zpm"	"04375"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Mixtepec"
"zpn"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco del Sureste de Zimatlán"
"zpo"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Amatlán"
"zpp"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco del Sur de Zimatlán Central"
"zpq"	"04199"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Laxopa"
"zpq"	"02721"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Solaga"
"zpq"	"04281"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de San Bartolomé Zoogocho"
"zpr"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Santiago Xanica"
"zps"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco del Poniente de Miahuatlán"
"zpt"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de San Vicente Coatlán"
"zpu"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Yalálag"
"zpv"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de San Baltazar Chichicapan"
"zpw"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Sta. María Zaniza"
"zpx"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco del Norte de Pochutla"
"zpy"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Sto. Tomás Mazaltepec"
"zpz"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de San Lorenzo Texmelucan"
"zsr"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco del Rincón del sur"
"zte"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de San Juan Elotepec"
"ztg"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de San Francisco Ozolotepec"
"ztl"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Santiago Lapaguía"
"ztm"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de San Agustín Mixtepec"
"ztn"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Sta. Catarina Albarradas"
"ztp"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco del Poniente de Pochutla"
"ztq"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Quioquitani y Quierí "
"zts"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de San Miguel Tilquiapan"
"ztt"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Tejalapan"
"ztu"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de San Pablo Güilá"
"ztx"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Zaachila"
"zty"	"00000"	"zapoteca"	"Zapoteco"	"[variant language]"	"Zapoteco de Yatee"
"zoc"	"00000"	"mixe"	"Zoque"	"[variant language]"	"Zoque de Copainalá"
"zoh"	"00000"	"mixe"	"Zoque"	"[variant language]"	"Zoque de Sta. María Chimalapa"
"zoq"	"00000"	"mixe"	"Zoque"	"[variant language]"	"Zoque de Tabasco"
"zor"	"00000"	"mixe"	"Zoque"	"[variant language]"	"Zoque de Rayón"
"zos"	"00000"	"mixe"	"Zoque"	"[variant language]"	"Zoque de Francisco León"
